24
NASA/GSFC/SHADOZ Archive         : http://croc.gsfc.nasa.gov/shadoz
SHADOZ Version                   : 05.1 Reprocessed
SHADOZ format data created       : 14 March, 2016
STATION                          : San Pedro, San Jose, Costa Rica
SHADOZ Principal Investigator    : Anne M. Thompson (NASA/GSFC, USA)
Station Principal Investigator(s): Holger Voemel (NCAR EOL FL-1, USA), Henry Selkirk (USRA, USA)
Latitude (deg)                   : 9.93960
Longitude (deg)                  : -84.04230
Elevation (m)                    : 1240.00
Launch Date                      : 20160304
Launch Time (UT)                 : 13:08:13
Highest level reached (hPa)      : 7.91
Integrated O3 until EOF (DU)     : 126.60
Sonde/MLS Climatology(1988-2010) : 42.12
Sonde Instrument, SN             : 2Z29883
Radiosonde, SN                   : InterMet IMet1 RSB, 37353
KI Solution                      : 1%, 1/10 Buffer
Applied pump corrections         : 1ZAVG
Pump flow rate (sec/100ml)       : 29.09
Background current (uA)          : 0.020
Missing or bad values            : 9000
Time    Press       Alt      Temp      RH         O3        O3        O3      W Dir     W Spd      T Pump    I O3  GPS lat   GPS lon   GPS alt
sec     hPa         km       C         %          mPa       ppmv      du      deg       m/s        C         uA        deg       deg        km
  1139   408.780     7.459   -12.840    24.000     0.983     0.024     8.201   226.100    11.300    29.900     0.279     9.969   -84.066     7.482
  1140   408.470     7.465   -12.910    24.000     0.991     0.024     8.207   219.900     9.700    29.900     0.281     9.969   -84.066     7.491
  1141   408.160     7.470   -13.040    24.000     0.968     0.024     8.212   214.900     8.700    29.900     0.275     9.969   -84.066     7.494
  1142   407.930     7.475   -13.080    24.000     0.949     0.023     8.217   200.300     5.900    29.900     0.270     9.969   -84.066     7.499
  1143   407.730     7.478   -13.090    24.000     0.938     0.023     8.220   183.400     3.200    29.900     0.267     9.969   -84.066     7.505
  1144   407.530     7.482   -13.050    24.000     0.953     0.023     8.224   132.100     1.400    29.900     0.271     9.969   -84.066     7.510
  1145   407.360     7.485   -13.070    25.000     0.960     0.024     8.227    36.500     1.900    29.900     0.273     9.969   -84.066     7.513
  1146   407.110     7.490   -13.130    25.000     0.972     0.024     8.232    16.400     2.800    29.900     0.276     9.969   -84.066     7.517
  1147   406.830     7.495   -13.140    24.000     0.972     0.024     8.237     0.000     3.000    29.900     0.276     9.969   -84.066     7.519
  1148   406.560     7.500   -13.210    24.000     0.964     0.024     8.242   303.800     3.400    29.900     0.274     9.969   -84.066     7.525
  1149   406.290     7.505   -13.210    24.000     0.934     0.023     8.247   267.600     3.600    29.900     0.266     9.969   -84.066     7.531
  1150   406.020     7.510   -13.280    24.000     0.953     0.023     8.252   246.100     4.100    29.900     0.271     9.969   -84.066     7.536
  1151   405.620     7.518   -13.360    24.000     0.960     0.024     8.260   239.100     4.300    29.900     0.273     9.969   -84.066     7.540
  1152   405.330     7.523   -13.380    25.000     0.942     0.023     8.265   246.900     4.300    29.900     0.268     9.969   -84.066     7.546
  1153   404.920     7.531   -13.460    24.000     0.934     0.023     8.272   259.700     4.800    29.900     0.266     9.969   -84.065     7.553
  1154   404.670     7.536   -13.540    25.000     0.930     0.023     8.277   267.000     5.500    29.900     0.265     9.969   -84.065     7.558
  1155   404.380     7.541   -13.550    25.000     0.919     0.023     8.282   269.400     7.000    29.900     0.262     9.969   -84.065     7.567
  1156   404.130     7.546   -13.560    25.000     0.911     0.023     8.287   267.800     7.400    29.900     0.260     9.969   -84.065     7.571
  1157   403.900     7.550   -13.620    25.000     0.926     0.023     8.291   264.000     9.200    29.900     0.264     9.969   -84.065     7.576
  1158   403.590     7.556   -13.680    25.000     0.942     0.023     8.297   259.800    10.400    29.900     0.268     9.969   -84.065     7.580
  1159   403.270     7.562   -13.700    25.000     0.953     0.024     8.302   255.800    10.700    29.900     0.271     9.969   -84.065     7.584
  1160   402.940     7.568   -13.790    24.000     0.949     0.024     8.309   253.000    12.000    29.900     0.270     9.969   -84.065     7.588
  1161   402.630     7.574   -13.830    24.000     0.938     0.023     8.314   252.900     8.700    29.900     0.267     9.969   -84.065     7.595
  1162   402.300     7.580   -13.910    24.000     0.930     0.023     8.320   262.900     6.400    29.900     0.265     9.969   -84.065     7.603
  1163   401.920     7.588   -14.000    24.000     0.923     0.023     8.327   279.600     5.400    29.900     0.263     9.969   -84.065     7.609
  1164   401.570     7.594   -14.070    25.000     0.926     0.023     8.334   300.000     4.700    29.900     0.264     9.969   -84.065     7.615
  1165   401.170     7.602   -14.130    25.000     0.934     0.023     8.341   317.200     6.200    29.900     0.266     9.969   -84.065     7.621
  1166   400.790     7.609   -14.200    25.000     0.930     0.023     8.348   317.400     5.700    29.900     0.265     9.969   -84.065     7.629
  1167   400.450     7.615   -14.240    25.000     0.911     0.023     8.354   305.000     5.700    29.900     0.260     9.969   -84.065     7.636
  1168   400.170     7.621   -14.250    25.000     0.900     0.023     8.359   283.200     7.900    29.900     0.257     9.969   -84.065     7.643
  1169   399.930     7.625   -14.260    25.000     0.900     0.023     8.363   267.200    10.400    29.900     0.257     9.969   -84.064     7.649
  1170   399.680     7.630   -14.290    25.000     0.915     0.023     8.368   253.400    11.100    29.900     0.261     9.969   -84.064     7.655
  1171   399.430     7.635   -14.340    25.000     0.915     0.023     8.372   245.700    13.000    29.900     0.261     9.969   -84.064     7.657
  1172   399.210     7.639   -14.430    25.000     0.930     0.023     8.376   240.100    14.500    29.900     0.265     9.969   -84.064     7.661
  1173   398.930     7.644   -14.480    25.000     0.934     0.023     8.382   236.900    10.700    29.900     0.266     9.969   -84.064     7.665
  1174   398.670     7.649   -14.580    25.000     0.923     0.023     8.386   234.000     9.100    29.900     0.263     9.969   -84.064     7.670
  1174   398.400     7.654   -14.610    25.000     0.907     0.023     8.391   243.000     6.600    29.900     0.259     9.969   -84.064     7.676
  1176   398.130     7.659   -14.640    25.000     0.892     0.022     8.396   267.000     4.800    29.900     0.255     9.969   -84.064     7.682
  1177   397.880     7.664   -14.710    25.000     0.892     0.022     8.400   296.000     5.700    29.900     0.255     9.969   -84.064     7.686
  1178   397.600     7.669   -14.720    25.000     0.911     0.023     8.405   305.000     6.700    29.900     0.260     9.969   -84.064     7.692
  1179   397.300     7.675   -14.780    25.000     0.919     0.023     8.411   304.500     7.400    29.900     0.262     9.969   -84.064     7.695
  1180   397.000     7.681   -14.830    25.000     0.923     0.023     8.416   294.100     7.700    29.900     0.263     9.969   -84.064     7.700
  1180   396.710     7.686   -14.890    25.000     0.911     0.023     8.422   277.000     8.200    29.900     0.260     9.969   -84.064     7.707
  1182   396.400     7.692   -15.010    25.000     0.892     0.023     8.427   255.100     9.200    29.900     0.255     9.969   -84.064     7.714
  1183   396.120     7.698   -15.030    25.000     0.896     0.023     8.432   235.100    10.300    29.900     0.256     9.969   -84.063     7.721
  1184   395.850     7.703   -15.050    25.000     0.911     0.023     8.437   225.000    11.200    29.900     0.260     9.969   -84.063     7.725
  1185   395.520     7.709   -15.130    25.000     0.919     0.023     8.443   214.000    11.600    29.900     0.262     9.969   -84.063     7.730
  1186   395.170     7.716   -15.160    25.000     0.915     0.023     8.450   200.700    10.300    29.900     0.261     9.969   -84.063     7.736
  1187   394.810     7.723   -15.250    25.000     0.904     0.023     8.456   198.600     7.200    29.900     0.258     9.969   -84.063     7.745
  1188   394.410     7.730   -15.320    25.000     0.900     0.023     8.463   216.600     4.500    29.900     0.257     9.969   -84.063     7.753
  1189   394.080     7.737   -15.350    25.000     0.892     0.023     8.469   256.200     2.900    29.900     0.255     9.969   -84.063     7.758
  1190   393.770     7.743   -15.390    25.000     0.892     0.023     8.475   298.500     5.100    29.900     0.255     9.969   -84.063     7.764
  1191   393.510     7.748   -15.430    25.000     0.900     0.023     8.479   308.000     7.400    29.900     0.257     9.969   -84.063     7.769
  1192   393.320     7.751   -15.430    25.000     0.915     0.023     8.483   312.000     8.100    29.900     0.261     9.969   -84.063     7.774
  1193   393.130     7.755   -15.500    25.000     0.907     0.023     8.486   311.900     7.300    29.900     0.259     9.969   -84.063     7.778
  1194   392.890     7.760   -15.600    26.000     0.900     0.023     8.491   310.000     5.800    29.900     0.257     9.969   -84.063     7.783
  1195   392.630     7.765   -15.620    26.000     0.892     0.023     8.495   290.100     2.900    29.900     0.255     9.969   -84.063     7.790
  1196   392.430     7.768   -15.690    26.000     0.885     0.023     8.499   256.700     1.700    29.900     0.253     9.969   -84.063     7.794
  1197   392.160     7.774   -15.730    26.000     0.900     0.023     8.504   192.600     1.500    29.900     0.257     9.969   -84.063     7.798
  1198   391.930     7.778   -15.790    26.000     0.907     0.023     8.508   180.000     2.200    29.900     0.259     9.969   -84.063     7.801
  1199   391.690     7.783   -15.820    26.000     0.900     0.023     8.512   196.300     1.500    29.900     0.257     9.969   -84.063     7.806
  1200   391.390     7.788   -15.840    26.000     0.907     0.023     8.518   236.700     1.600    29.800     0.259     9.969   -84.063     7.809
  1201   391.130     7.793   -15.900    26.000     0.919     0.023     8.523   280.300     2.600    29.800     0.262     9.969   -84.063     7.813
  1202   390.740     7.801   -15.970    26.000     0.915     0.023     8.530   289.400     3.300    29.800     0.261     9.969   -84.063     7.819
  1203   390.420     7.807   -16.030    26.000     0.896     0.023     8.536   280.700     3.500    29.800     0.256     9.969   -84.063     7.824
  1204   390.040     7.814   -16.120    26.000     0.896     0.023     8.543   252.300     3.800    29.800     0.256     9.969   -84.063     7.832
  1205   389.680     7.821   -16.150    26.000     0.884     0.023     8.549   224.900     5.300    29.800     0.253     9.969   -84.063     7.838
  1206   389.430     7.826   -16.210    26.000     0.888     0.023     8.554   216.400     7.800    29.800     0.254     9.969   -84.063     7.845
  1207   389.190     7.831   -16.290    26.000     0.888     0.023     8.558   218.900     9.500    29.800     0.254     9.969   -84.063     7.852
  1208   388.940     7.836   -16.310    26.000     0.892     0.023     8.562   224.300     9.600    29.800     0.255     9.970   -84.063     7.857
  1209   388.720     7.840   -16.350    27.000     0.892     0.023     8.566   239.500    10.100    29.800     0.255     9.970   -84.063     7.863
  1210   388.430     7.846   -16.430    27.000     0.888     0.023     8.572   255.000     9.300    29.800     0.254     9.970   -84.062     7.867
  1211   388.180     7.850   -16.450    27.000     0.888     0.023     8.576   273.100     8.000    29.800     0.254     9.970   -84.062     7.872
  1212   387.870     7.856   -16.500    27.000     0.896     0.023     8.582   282.000     7.400    29.800     0.256     9.970   -84.062     7.877
  1213   387.600     7.862   -16.610    27.000     0.911     0.023     8.587   277.800     6.700    29.800     0.260     9.970   -84.062     7.883
  1215   386.970     7.874   -16.730    27.000     0.888     0.023     8.598   242.500     6.300    29.800     0.254     9.970   -84.062     7.896
  1216   386.620     7.881   -16.790    27.000     0.888     0.023     8.605   216.600     7.300    29.800     0.254     9.970   -84.062     7.903
  1217   386.240     7.888   -16.850    27.000     0.880     0.023     8.612   213.000     8.300    29.800     0.252     9.970   -84.062     7.911
  1218   385.920     7.894   -16.900    27.000     0.869     0.023     8.617   217.900     8.200    29.800     0.249     9.970   -84.062     7.918
  1219   385.650     7.899   -16.950    27.000     0.858     0.022     8.622   227.400     8.100    29.800     0.246     9.970   -84.062     7.925
  1221   385.060     7.911   -17.070    28.000     0.896     0.023     8.633   249.400     9.600    29.800     0.256     9.970   -84.062     7.936
  1222   384.710     7.918   -17.130    28.000     0.892     0.023     8.639   249.900     9.700    29.800     0.255     9.970   -84.062     7.943
  1223   384.380     7.924   -17.230    28.000     0.888     0.023     8.645   245.500     9.400    29.800     0.254     9.970   -84.062     7.947
  1224   384.030     7.931   -17.290    28.000     0.880     0.023     8.652   234.600     8.500    29.800     0.252     9.970   -84.062     7.955
  1225   383.780     7.936   -17.370    28.000     0.869     0.023     8.656   214.100     7.200    29.800     0.249     9.970   -84.062     7.961
  1226   383.530     7.941   -17.400    28.000     0.869     0.023     8.660   193.500     6.300    29.800     0.249     9.970   -84.062     7.966
  1227   383.310     7.945   -17.400    28.000     0.873     0.023     8.664   165.200     5.300    29.800     0.250     9.970   -84.062     7.972
  1228   383.110     7.949   -17.400    28.000     0.873     0.023     8.668   146.300     4.600    29.800     0.250     9.970   -84.062     7.975
  1229   382.870     7.954   -17.450    28.000     0.884     0.023     8.672   113.500     3.500    29.800     0.253     9.970   -84.062     7.979
  1230   382.570     7.959   -17.510    28.000     0.880     0.023     8.678    71.400     2.100    29.800     0.252     9.970   -84.062     7.983
